id,exercise_name,category,equipment,difficulty,target_muscle,calories_per_min,injury_risk_factor
3712,Machine Cable Fly Variation 3712,Strength,Machine,Intermediate,Full Body,9.22,0.851
3713,Machine Overhead Press Variation 3713,Rehab,Machine,Intermediate,Legs,11.52,0.529
3714,Machine Leg Press Variation 3714,Core,Machine,Advanced,Shoulders,7.81,0.186
3715,Dumbbell Barbell Row Variation 3715,Strength,Dumbbell,Beginner,Legs,9.16,0.783
3716,Bands Lunge Variation 3716,Endurance,Bands,Advanced,Chest,4.80,0.182
3717,Bands Tricep Extension Variation 3717,Strength,Bands,Intermediate,Arms,7.63,0.440
3718,Kettlebell Squat Variation 3718,Rehab,Kettlebell,Advanced,Back,5.76,0.394
3719,Cable Crunch Variation 3719,Core,Cable,Beginner,Full Body,8.56,0.874
3720,Cable Crunch Variation 3720,Core,Cable,Intermediate,Legs,3.05,0.665
3721,Cable Leg Press Variation 3721,Hypertrophy,Cable,Elite,Core,3.06,0.521
3722,Barbell Plank Variation 3722,Hypertrophy,Barbell,Advanced,Legs,7.09,0.166
3723,Kettlebell Barbell Row Variation 3723,Power,Kettlebell,Elite,Back,6.61,0.144
3724,Machine Deadlift Variation 3724,Endurance,Machine,Advanced,Chest,4.91,0.897
3725,Cable Bench Press Variation 3725,Core,Cable,Elite,Back,7.90,0.713
3726,Dumbbell Leg Press Variation 3726,Strength,Dumbbell,Intermediate,Core,5.05,0.574
3727,Kettlebell Plank Variation 3727,Hypertrophy,Kettlebell,Elite,Core,3.27,0.820
3728,Machine Dumbbell Curl Variation 3728,Endurance,Machine,Intermediate,Full Body,7.87,0.755
3729,Barbell Overhead Press Variation 3729,Core,Barbell,Elite,Full Body,3.46,0.415
3730,Dumbbell Tricep Extension Variation 3730,Rehab,Dumbbell,Advanced,Shoulders,11.09,0.596
3731,Dumbbell Bench Press Variation 3731,Core,Dumbbell,Advanced,Shoulders,4.15,0.204
3732,Bands Squat Variation 3732,Core,Bands,Elite,Chest,7.02,0.361
3733,Kettlebell Lunge Variation 3733,Rehab,Kettlebell,Advanced,Arms,11.03,0.865
3734,Barbell Lat Pulldown Variation 3734,Rehab,Barbell,Elite,Core,9.69,0.188
3735,Barbell Leg Press Variation 3735,Endurance,Barbell,Beginner,Legs,11.83,0.731
3736,Kettlebell Pull-up Variation 3736,Core,Kettlebell,Advanced,Legs,3.94,0.668
3737,Cable Dumbbell Curl Variation 3737,Strength,Cable,Intermediate,Arms,7.02,0.875
3738,Dumbbell Squat Variation 3738,Strength,Dumbbell,Advanced,Arms,7.29,0.620
3739,Bands Bench Press Variation 3739,Rehab,Bands,Intermediate,Legs,9.80,0.450
3740,Machine Lat Pulldown Variation 3740,Hypertrophy,Machine,Beginner,Back,7.59,0.532
3741,Bodyweight Dumbbell Curl Variation 3741,Core,Bodyweight,Intermediate,Chest,11.83,0.253
3742,Kettlebell Deadlift Variation 3742,Rehab,Kettlebell,Advanced,Full Body,9.09,0.671
3743,Bodyweight Leg Press Variation 3743,Endurance,Bodyweight,Advanced,Shoulders,8.85,0.442
3744,Bodyweight Calf Raise Variation 3744,Strength,Bodyweight,Intermediate,Shoulders,11.57,0.136
3745,Cable Leg Press Variation 3745,Power,Cable,Advanced,Chest,8.90,0.474
3746,Dumbbell Barbell Row Variation 3746,Endurance,Dumbbell,Beginner,Shoulders,7.81,0.618
3747,Kettlebell Overhead Press Variation 3747,Hypertrophy,Kettlebell,Intermediate,Legs,7.30,0.836
3748,Bands Crunch Variation 3748,Core,Bands,Beginner,Arms,11.53,0.770
3749,Machine Dumbbell Curl Variation 3749,Power,Machine,Elite,Chest,10.73,0.540
3750,Cable Bench Press Variation 3750,Power,Cable,Elite,Arms,5.29,0.135
3751,Bodyweight Squat Variation 3751,Strength,Bodyweight,Intermediate,Core,5.40,0.368
3752,Cable Tricep Extension Variation 3752,Strength,Cable,Beginner,Full Body,8.57,0.882
3753,Dumbbell Calf Raise Variation 3753,Rehab,Dumbbell,Beginner,Legs,9.55,0.743
3754,Bands Crunch Variation 3754,Core,Bands,Advanced,Back,3.42,0.718
3755,Bodyweight Squat Variation 3755,Rehab,Bodyweight,Elite,Core,3.42,0.707
3756,Machine Pull-up Variation 3756,Rehab,Machine,Elite,Arms,5.37,0.447
3757,Kettlebell Lat Pulldown Variation 3757,Power,Kettlebell,Beginner,Full Body,8.90,0.519
3758,Machine Squat Variation 3758,Endurance,Machine,Beginner,Full Body,5.30,0.327
3759,Kettlebell Calf Raise Variation 3759,Rehab,Kettlebell,Advanced,Shoulders,11.01,0.855
3760,Barbell Lat Pulldown Variation 3760,Strength,Barbell,Beginner,Core,5.22,0.495
3761,Machine Tricep Extension Variation 3761,Rehab,Machine,Elite,Shoulders,10.97,0.505
3762,Cable Leg Press Variation 3762,Hypertrophy,Cable,Advanced,Shoulders,9.99,0.400
3763,Machine Lunge Variation 3763,Hypertrophy,Machine,Advanced,Chest,4.13,0.643
3764,Kettlebell Dumbbell Curl Variation 3764,Strength,Kettlebell,Elite,Core,6.35,0.411
3765,Bands Crunch Variation 3765,Power,Bands,Elite,Legs,4.19,0.428
3766,Kettlebell Crunch Variation 3766,Power,Kettlebell,Elite,Legs,8.08,0.147
3767,Cable Crunch Variation 3767,Rehab,Cable,Advanced,Core,3.43,0.705
3768,Machine Overhead Press Variation 3768,Strength,Machine,Elite,Legs,6.79,0.243
3769,Bodyweight Crunch Variation 3769,Rehab,Bodyweight,Intermediate,Arms,5.00,0.256
3770,Bodyweight Bench Press Variation 3770,Endurance,Bodyweight,Advanced,Arms,4.93,0.737
3771,Cable Bench Press Variation 3771,Core,Cable,Intermediate,Core,10.19,0.627
3772,Bands Pull-up Variation 3772,Strength,Bands,Intermediate,Back,9.58,0.815
3773,Dumbbell Bench Press Variation 3773,Endurance,Dumbbell,Elite,Shoulders,9.71,0.216
3774,Barbell Lat Pulldown Variation 3774,Core,Barbell,Elite,Chest,4.23,0.250
3775,Bodyweight Calf Raise Variation 3775,Power,Bodyweight,Beginner,Arms,4.16,0.144
3776,Cable Leg Press Variation 3776,Strength,Cable,Elite,Chest,4.65,0.156
3777,Cable Leg Press Variation 3777,Endurance,Cable,Advanced,Legs,11.99,0.619
3778,Dumbbell Lunge Variation 3778,Strength,Dumbbell,Intermediate,Full Body,8.36,0.548
3779,Machine Lat Pulldown Variation 3779,Core,Machine,Beginner,Full Body,10.74,0.687
3780,Bands Squat Variation 3780,Power,Bands,Beginner,Legs,6.22,0.227
3781,Bands Pull-up Variation 3781,Hypertrophy,Bands,Intermediate,Back,4.57,0.546
3782,Kettlebell Pull-up Variation 3782,Hypertrophy,Kettlebell,Intermediate,Legs,3.97,0.606
3783,Bands Calf Raise Variation 3783,Power,Bands,Beginner,Core,3.87,0.620
3784,Kettlebell Plank Variation 3784,Endurance,Kettlebell,Elite,Core,10.92,0.482
3785,Kettlebell Pull-up Variation 3785,Hypertrophy,Kettlebell,Elite,Back,9.67,0.643
3786,Dumbbell Deadlift Variation 3786,Power,Dumbbell,Intermediate,Back,7.93,0.768
3787,Machine Overhead Press Variation 3787,Endurance,Machine,Elite,Arms,10.12,0.443
3788,Kettlebell Squat Variation 3788,Endurance,Kettlebell,Intermediate,Arms,5.83,0.207
3789,Kettlebell Deadlift Variation 3789,Strength,Kettlebell,Elite,Core,11.59,0.536
3790,Machine Deadlift Variation 3790,Endurance,Machine,Beginner,Legs,9.01,0.203
3791,Cable Dumbbell Curl Variation 3791,Core,Cable,Advanced,Shoulders,7.70,0.546
3792,Bands Crunch Variation 3792,Strength,Bands,Elite,Full Body,4.01,0.160
3793,Bodyweight Lunge Variation 3793,Power,Bodyweight,Elite,Chest,4.07,0.646
3794,Bodyweight Barbell Row Variation 3794,Endurance,Bodyweight,Advanced,Core,9.81,0.404
3795,Kettlebell Lunge Variation 3795,Hypertrophy,Kettlebell,Elite,Full Body,10.52,0.454
3796,Dumbbell Cable Fly Variation 3796,Hypertrophy,Dumbbell,Advanced,Chest,3.64,0.311
3797,Barbell Cable Fly Variation 3797,Strength,Barbell,Advanced,Full Body,3.92,0.738
3798,Barbell Dumbbell Curl Variation 3798,Power,Barbell,Beginner,Arms,11.99,0.585
3799,Bodyweight Pull-up Variation 3799,Rehab,Bodyweight,Beginner,Shoulders,8.19,0.596
3800,Bodyweight Cable Fly Variation 3800,Strength,Bodyweight,Advanced,Shoulders,11.86,0.587
3801,Bodyweight Squat Variation 3801,Power,Bodyweight,Advanced,Chest,11.30,0.131
3802,Bodyweight Crunch Variation 3802,Endurance,Bodyweight,Beginner,Chest,8.17,0.340
3803,Kettlebell Crunch Variation 3803,Core,Kettlebell,Intermediate,Back,3.01,0.256
3804,Bodyweight Barbell Row Variation 3804,Rehab,Bodyweight,Advanced,Full Body,6.99,0.755
3805,Kettlebell Calf Raise Variation 3805,Core,Kettlebell,Elite,Legs,8.82,0.876
3806,Dumbbell Deadlift Variation 3806,Rehab,Dumbbell,Advanced,Arms,8.54,0.385
3807,Bands Dumbbell Curl Variation 3807,Strength,Bands,Advanced,Full Body,10.21,0.525
3808,Bands Deadlift Variation 3808,Core,Bands,Intermediate,Shoulders,5.38,0.705
3809,Dumbbell Overhead Press Variation 3809,Endurance,Dumbbell,Intermediate,Core,9.40,0.785
3810,Machine Lunge Variation 3810,Rehab,Machine,Intermediate,Chest,7.03,0.502
3811,Bodyweight Pull-up Variation 3811,Core,Bodyweight,Elite,Shoulders,8.09,0.580
3812,Dumbbell Dumbbell Curl Variation 3812,Hypertrophy,Dumbbell,Intermediate,Core,6.22,0.415
3813,Barbell Lat Pulldown Variation 3813,Strength,Barbell,Beginner,Back,7.41,0.275
3814,Bodyweight Squat Variation 3814,Strength,Bodyweight,Elite,Back,5.56,0.732
3815,Bodyweight Barbell Row Variation 3815,Strength,Bodyweight,Intermediate,Arms,11.56,0.474
3816,Bands Deadlift Variation 3816,Hypertrophy,Bands,Elite,Back,7.03,0.763
3817,Kettlebell Barbell Row Variation 3817,Rehab,Kettlebell,Advanced,Core,10.98,0.235
3818,Cable Cable Fly Variation 3818,Core,Cable,Beginner,Arms,10.93,0.864
3819,Dumbbell Squat Variation 3819,Power,Dumbbell,Intermediate,Arms,6.33,0.624
3820,Barbell Tricep Extension Variation 3820,Power,Barbell,Beginner,Full Body,8.24,0.224
3821,Bands Squat Variation 3821,Rehab,Bands,Intermediate,Chest,8.06,0.369
3822,Barbell Overhead Press Variation 3822,Strength,Barbell,Beginner,Back,3.56,0.200
3823,Bodyweight Dumbbell Curl Variation 3823,Power,Bodyweight,Advanced,Legs,7.38,0.638
3824,Cable Leg Press Variation 3824,Power,Cable,Elite,Chest,7.99,0.772
3825,Bodyweight Leg Press Variation 3825,Strength,Bodyweight,Beginner,Shoulders,8.21,0.512
3826,Dumbbell Deadlift Variation 3826,Strength,Dumbbell,Beginner,Legs,5.17,0.215
3827,Machine Calf Raise Variation 3827,Power,Machine,Intermediate,Legs,9.29,0.546
3828,Bodyweight Squat Variation 3828,Rehab,Bodyweight,Elite,Full Body,7.80,0.218
3829,Dumbbell Plank Variation 3829,Power,Dumbbell,Elite,Full Body,7.35,0.258
3830,Cable Bench Press Variation 3830,Hypertrophy,Cable,Intermediate,Chest,8.14,0.203
3831,Cable Crunch Variation 3831,Strength,Cable,Beginner,Core,11.49,0.721
3832,Bodyweight Leg Press Variation 3832,Core,Bodyweight,Beginner,Shoulders,8.16,0.694
3833,Bands Lunge Variation 3833,Power,Bands,Beginner,Arms,5.45,0.847
3834,Bodyweight Plank Variation 3834,Hypertrophy,Bodyweight,Elite,Shoulders,11.70,0.736
3835,Bands Squat Variation 3835,Core,Bands,Intermediate,Back,8.56,0.460
3836,Dumbbell Leg Press Variation 3836,Power,Dumbbell,Advanced,Core,7.72,0.260
3837,Machine Deadlift Variation 3837,Power,Machine,Intermediate,Shoulders,11.03,0.306
3838,Dumbbell Lunge Variation 3838,Rehab,Dumbbell,Beginner,Back,6.45,0.225
3839,Kettlebell Deadlift Variation 3839,Core,Kettlebell,Beginner,Core,9.19,0.467
3840,Bodyweight Dumbbell Curl Variation 3840,Endurance,Bodyweight,Advanced,Full Body,9.68,0.431
3841,Bodyweight Cable Fly Variation 3841,Hypertrophy,Bodyweight,Beginner,Shoulders,3.59,0.569
3842,Dumbbell Dumbbell Curl Variation 3842,Strength,Dumbbell,Advanced,Legs,7.53,0.430
3843,Kettlebell Dumbbell Curl Variation 3843,Strength,Kettlebell,Elite,Core,3.68,0.253
3844,Bands Cable Fly Variation 3844,Hypertrophy,Bands,Elite,Core,3.52,0.251
3845,Dumbbell Plank Variation 3845,Endurance,Dumbbell,Elite,Shoulders,7.95,0.497
3846,Dumbbell Cable Fly Variation 3846,Power,Dumbbell,Intermediate,Chest,3.31,0.761
3847,Bodyweight Calf Raise Variation 3847,Core,Bodyweight,Intermediate,Core,8.76,0.115
3848,Bodyweight Squat Variation 3848,Power,Bodyweight,Beginner,Shoulders,4.49,0.201
3849,Kettlebell Bench Press Variation 3849,Power,Kettlebell,Beginner,Full Body,10.25,0.236
3850,Machine Plank Variation 3850,Core,Machine,Elite,Core,4.99,0.583
3851,Machine Deadlift Variation 3851,Hypertrophy,Machine,Beginner,Back,11.04,0.542
3852,Bands Plank Variation 3852,Hypertrophy,Bands,Elite,Chest,4.68,0.319
3853,Bodyweight Bench Press Variation 3853,Endurance,Bodyweight,Beginner,Shoulders,5.94,0.481
3854,Barbell Cable Fly Variation 3854,Hypertrophy,Barbell,Elite,Full Body,10.18,0.104
3855,Bands Cable Fly Variation 3855,Hypertrophy,Bands,Advanced,Shoulders,11.75,0.273
3856,Kettlebell Barbell Row Variation 3856,Strength,Kettlebell,Elite,Shoulders,6.29,0.149
3857,Barbell Squat Variation 3857,Hypertrophy,Barbell,Beginner,Chest,11.05,0.706
3858,Bodyweight Lunge Variation 3858,Strength,Bodyweight,Advanced,Core,6.05,0.764
3859,Bands Plank Variation 3859,Power,Bands,Advanced,Shoulders,11.14,0.758
3860,Kettlebell Calf Raise Variation 3860,Endurance,Kettlebell,Advanced,Full Body,9.70,0.612
3861,Barbell Plank Variation 3861,Rehab,Barbell,Advanced,Legs,11.76,0.111
3862,Barbell Barbell Row Variation 3862,Strength,Barbell,Intermediate,Legs,4.23,0.414
3863,Bodyweight Squat Variation 3863,Power,Bodyweight,Elite,Back,6.09,0.784
3864,Cable Overhead Press Variation 3864,Strength,Cable,Beginner,Chest,10.21,0.228
3865,Kettlebell Pull-up Variation 3865,Endurance,Kettlebell,Beginner,Back,8.32,0.552
3866,Dumbbell Lunge Variation 3866,Power,Dumbbell,Elite,Back,4.46,0.334
3867,Bodyweight Crunch Variation 3867,Hypertrophy,Bodyweight,Elite,Back,7.29,0.324
3868,Dumbbell Deadlift Variation 3868,Hypertrophy,Dumbbell,Elite,Shoulders,4.18,0.566
3869,Machine Lunge Variation 3869,Strength,Machine,Intermediate,Full Body,6.99,0.466
3870,Dumbbell Bench Press Variation 3870,Endurance,Dumbbell,Beginner,Back,7.90,0.627
3871,Dumbbell Plank Variation 3871,Endurance,Dumbbell,Elite,Chest,5.07,0.850
3872,Bodyweight Tricep Extension Variation 3872,Hypertrophy,Bodyweight,Advanced,Back,7.26,0.143
3873,Machine Squat Variation 3873,Strength,Machine,Intermediate,Full Body,7.91,0.683
3874,Machine Lat Pulldown Variation 3874,Rehab,Machine,Beginner,Chest,8.66,0.401
3875,Kettlebell Plank Variation 3875,Endurance,Kettlebell,Intermediate,Shoulders,11.81,0.526
3876,Barbell Cable Fly Variation 3876,Power,Barbell,Beginner,Legs,4.42,0.893
3877,Cable Dumbbell Curl Variation 3877,Rehab,Cable,Beginner,Core,3.15,0.532
3878,Bands Lat Pulldown Variation 3878,Strength,Bands,Elite,Back,4.97,0.508
3879,Bands Squat Variation 3879,Strength,Bands,Elite,Core,8.93,0.619
3880,Bodyweight Calf Raise Variation 3880,Core,Bodyweight,Beginner,Chest,5.88,0.462
3881,Dumbbell Tricep Extension Variation 3881,Core,Dumbbell,Beginner,Core,7.93,0.542
3882,Bands Lunge Variation 3882,Power,Bands,Beginner,Shoulders,8.66,0.307
3883,Bodyweight Bench Press Variation 3883,Hypertrophy,Bodyweight,Intermediate,Core,7.49,0.816
3884,Barbell Leg Press Variation 3884,Power,Barbell,Elite,Shoulders,7.86,0.192
3885,Dumbbell Tricep Extension Variation 3885,Rehab,Dumbbell,Elite,Back,10.94,0.776
3886,Dumbbell Plank Variation 3886,Hypertrophy,Dumbbell,Beginner,Full Body,3.42,0.494
3887,Bodyweight Plank Variation 3887,Core,Bodyweight,Intermediate,Legs,8.65,0.674
3888,Machine Lat Pulldown Variation 3888,Power,Machine,Beginner,Full Body,6.55,0.764
3889,Cable Barbell Row Variation 3889,Endurance,Cable,Elite,Chest,4.50,0.626
3890,Bodyweight Cable Fly Variation 3890,Endurance,Bodyweight,Advanced,Core,3.03,0.730
3891,Bands Plank Variation 3891,Hypertrophy,Bands,Advanced,Full Body,10.18,0.431
3892,Bands Lunge Variation 3892,Endurance,Bands,Elite,Core,4.47,0.859
3893,Bands Dumbbell Curl Variation 3893,Endurance,Bands,Advanced,Chest,8.46,0.869
3894,Machine Tricep Extension Variation 3894,Strength,Machine,Intermediate,Legs,7.28,0.198
3895,Cable Cable Fly Variation 3895,Hypertrophy,Cable,Intermediate,Legs,4.48,0.204
3896,Machine Overhead Press Variation 3896,Endurance,Machine,Beginner,Arms,11.50,0.850
3897,Bodyweight Barbell Row Variation 3897,Power,Bodyweight,Intermediate,Legs,5.61,0.202
3898,Cable Tricep Extension Variation 3898,Hypertrophy,Cable,Intermediate,Arms,5.77,0.121
3899,Kettlebell Tricep Extension Variation 3899,Hypertrophy,Kettlebell,Elite,Arms,10.52,0.779
3900,Bands Lunge Variation 3900,Power,Bands,Elite,Core,7.08,0.696
3901,Kettlebell Plank Variation 3901,Power,Kettlebell,Advanced,Chest,3.96,0.206
3902,Kettlebell Lunge Variation 3902,Strength,Kettlebell,Intermediate,Legs,5.44,0.353
3903,Machine Deadlift Variation 3903,Strength,Machine,Beginner,Arms,9.88,0.637
3904,Cable Dumbbell Curl Variation 3904,Hypertrophy,Cable,Advanced,Back,8.12,0.266
3905,Bodyweight Plank Variation 3905,Hypertrophy,Bodyweight,Elite,Legs,9.10,0.128
3906,Kettlebell Bench Press Variation 3906,Endurance,Kettlebell,Intermediate,Full Body,7.19,0.755
3907,Dumbbell Plank Variation 3907,Hypertrophy,Dumbbell,Beginner,Legs,6.63,0.369
3908,Bodyweight Pull-up Variation 3908,Rehab,Bodyweight,Intermediate,Full Body,7.61,0.651
3909,Kettlebell Calf Raise Variation 3909,Strength,Kettlebell,Beginner,Chest,6.13,0.367
3910,Bodyweight Squat Variation 3910,Rehab,Bodyweight,Advanced,Back,9.91,0.210
3911,Barbell Plank Variation 3911,Strength,Barbell,Advanced,Arms,7.48,0.226
3912,Dumbbell Squat Variation 3912,Endurance,Dumbbell,Beginner,Arms,3.62,0.401
3913,Dumbbell Deadlift Variation 3913,Power,Dumbbell,Beginner,Chest,4.29,0.620
3914,Dumbbell Barbell Row Variation 3914,Endurance,Dumbbell,Elite,Chest,4.64,0.276
3915,Bodyweight Cable Fly Variation 3915,Core,Bodyweight,Beginner,Shoulders,4.60,0.193
3916,Machine Bench Press Variation 3916,Hypertrophy,Machine,Advanced,Chest,6.06,0.196
3917,Bodyweight Dumbbell Curl Variation 3917,Endurance,Bodyweight,Intermediate,Shoulders,6.73,0.333
3918,Bands Barbell Row Variation 3918,Strength,Bands,Elite,Arms,3.92,0.511
3919,Kettlebell Lat Pulldown Variation 3919,Endurance,Kettlebell,Advanced,Full Body,3.28,0.166
3920,Kettlebell Bench Press Variation 3920,Strength,Kettlebell,Advanced,Chest,8.48,0.204
3921,Kettlebell Bench Press Variation 3921,Core,Kettlebell,Advanced,Full Body,10.76,0.688
3922,Barbell Leg Press Variation 3922,Strength,Barbell,Beginner,Full Body,10.04,0.740
3923,Cable Crunch Variation 3923,Strength,Cable,Elite,Back,9.21,0.517
3924,Dumbbell Lat Pulldown Variation 3924,Power,Dumbbell,Advanced,Full Body,6.97,0.320
3925,Bodyweight Plank Variation 3925,Strength,Bodyweight,Intermediate,Chest,3.17,0.412
3926,Bodyweight Pull-up Variation 3926,Core,Bodyweight,Advanced,Chest,10.86,0.506
3927,Bands Crunch Variation 3927,Endurance,Bands,Intermediate,Back,9.20,0.569
3928,Bodyweight Lat Pulldown Variation 3928,Core,Bodyweight,Advanced,Chest,7.10,0.560
3929,Barbell Barbell Row Variation 3929,Rehab,Barbell,Intermediate,Back,3.55,0.423
3930,Barbell Bench Press Variation 3930,Hypertrophy,Barbell,Elite,Legs,3.88,0.505
3931,Cable Crunch Variation 3931,Power,Cable,Intermediate,Legs,5.36,0.542
3932,Barbell Deadlift Variation 3932,Hypertrophy,Barbell,Beginner,Chest,7.55,0.321
3933,Barbell Deadlift Variation 3933,Hypertrophy,Barbell,Intermediate,Arms,7.98,0.499
3934,Cable Lat Pulldown Variation 3934,Power,Cable,Intermediate,Back,9.12,0.424
3935,Bodyweight Lat Pulldown Variation 3935,Core,Bodyweight,Intermediate,Core,4.12,0.293
3936,Bands Cable Fly Variation 3936,Strength,Bands,Intermediate,Legs,5.96,0.411
3937,Bands Deadlift Variation 3937,Hypertrophy,Bands,Intermediate,Legs,9.98,0.272
3938,Kettlebell Tricep Extension Variation 3938,Rehab,Kettlebell,Advanced,Shoulders,10.34,0.510
3939,Kettlebell Lat Pulldown Variation 3939,Strength,Kettlebell,Elite,Core,6.60,0.361
3940,Machine Lat Pulldown Variation 3940,Core,Machine,Advanced,Arms,11.56,0.477
3941,Machine Plank Variation 3941,Hypertrophy,Machine,Elite,Chest,11.48,0.743
3942,Bodyweight Deadlift Variation 3942,Strength,Bodyweight,Elite,Full Body,6.54,0.184
3943,Bands Tricep Extension Variation 3943,Core,Bands,Advanced,Arms,11.19,0.873
3944,Dumbbell Lunge Variation 3944,Core,Dumbbell,Advanced,Core,7.36,0.388
3945,Dumbbell Crunch Variation 3945,Strength,Dumbbell,Intermediate,Shoulders,6.70,0.790
3946,Bands Calf Raise Variation 3946,Hypertrophy,Bands,Beginner,Legs,4.69,0.357
3947,Kettlebell Cable Fly Variation 3947,Endurance,Kettlebell,Advanced,Chest,7.77,0.120
3948,Machine Overhead Press Variation 3948,Rehab,Machine,Elite,Core,8.68,0.216
3949,Dumbbell Deadlift Variation 3949,Endurance,Dumbbell,Intermediate,Back,8.33,0.846
3950,Barbell Barbell Row Variation 3950,Strength,Barbell,Elite,Shoulders,4.33,0.422
3951,Bands Squat Variation 3951,Rehab,Bands,Advanced,Core,3.71,0.868
3952,Barbell Calf Raise Variation 3952,Hypertrophy,Barbell,Beginner,Back,4.31,0.678
3953,Barbell Dumbbell Curl Variation 3953,Endurance,Barbell,Beginner,Legs,7.28,0.267
3954,Kettlebell Bench Press Variation 3954,Hypertrophy,Kettlebell,Advanced,Full Body,11.06,0.391
3955,Bands Tricep Extension Variation 3955,Core,Bands,Beginner,Chest,9.36,0.117
3956,Bands Crunch Variation 3956,Endurance,Bands,Beginner,Arms,11.09,0.342
3957,Bands Lat Pulldown Variation 3957,Endurance,Bands,Advanced,Arms,10.55,0.832
3958,Cable Deadlift Variation 3958,Strength,Cable,Beginner,Shoulders,4.58,0.771
3959,Barbell Pull-up Variation 3959,Power,Barbell,Beginner,Legs,9.51,0.141
3960,Cable Bench Press Variation 3960,Power,Cable,Elite,Chest,7.06,0.385
3961,Machine Dumbbell Curl Variation 3961,Core,Machine,Advanced,Core,10.96,0.256
3962,Dumbbell Dumbbell Curl Variation 3962,Power,Dumbbell,Beginner,Full Body,4.07,0.839
3963,Bands Lunge Variation 3963,Core,Bands,Elite,Arms,10.67,0.633
3964,Machine Dumbbell Curl Variation 3964,Strength,Machine,Beginner,Legs,5.04,0.316
3965,Cable Lat Pulldown Variation 3965,Rehab,Cable,Advanced,Core,5.95,0.293
3966,Cable Tricep Extension Variation 3966,Core,Cable,Elite,Chest,7.09,0.170
3967,Barbell Bench Press Variation 3967,Hypertrophy,Barbell,Intermediate,Shoulders,11.70,0.779
3968,Bodyweight Dumbbell Curl Variation 3968,Strength,Bodyweight,Intermediate,Chest,9.97,0.304
3969,Machine Leg Press Variation 3969,Core,Machine,Beginner,Core,4.22,0.238
3970,Kettlebell Barbell Row Variation 3970,Core,Kettlebell,Advanced,Legs,3.56,0.224
3971,Barbell Pull-up Variation 3971,Power,Barbell,Advanced,Core,9.06,0.668
3972,Bands Bench Press Variation 3972,Hypertrophy,Bands,Intermediate,Full Body,4.46,0.821
3973,Machine Lat Pulldown Variation 3973,Core,Machine,Elite,Back,3.81,0.767
3974,Bodyweight Barbell Row Variation 3974,Hypertrophy,Bodyweight,Intermediate,Chest,8.66,0.819
3975,Cable Barbell Row Variation 3975,Endurance,Cable,Intermediate,Chest,11.42,0.335
3976,Dumbbell Deadlift Variation 3976,Core,Dumbbell,Intermediate,Core,9.78,0.229
3977,Barbell Cable Fly Variation 3977,Strength,Barbell,Advanced,Core,9.51,0.537
3978,Dumbbell Leg Press Variation 3978,Power,Dumbbell,Elite,Core,3.12,0.349
3979,Dumbbell Barbell Row Variation 3979,Endurance,Dumbbell,Elite,Back,11.58,0.248
3980,Machine Squat Variation 3980,Power,Machine,Advanced,Arms,9.62,0.850
3981,Cable Pull-up Variation 3981,Core,Cable,Elite,Shoulders,8.73,0.241
3982,Barbell Squat Variation 3982,Hypertrophy,Barbell,Advanced,Full Body,7.80,0.349
3983,Bands Plank Variation 3983,Core,Bands,Advanced,Chest,3.80,0.493
3984,Bodyweight Deadlift Variation 3984,Hypertrophy,Bodyweight,Advanced,Back,4.61,0.148
3985,Kettlebell Overhead Press Variation 3985,Core,Kettlebell,Advanced,Legs,5.88,0.507
3986,Bands Pull-up Variation 3986,Rehab,Bands,Intermediate,Core,8.45,0.329
3987,Barbell Squat Variation 3987,Rehab,Barbell,Intermediate,Core,3.07,0.115
3988,Bodyweight Pull-up Variation 3988,Hypertrophy,Bodyweight,Elite,Arms,3.77,0.271
3989,Dumbbell Leg Press Variation 3989,Hypertrophy,Dumbbell,Beginner,Legs,9.16,0.858
3990,Bands Tricep Extension Variation 3990,Rehab,Bands,Elite,Legs,7.03,0.711
3991,Bodyweight Bench Press Variation 3991,Endurance,Bodyweight,Advanced,Legs,5.57,0.371
3992,Machine Dumbbell Curl Variation 3992,Strength,Machine,Beginner,Arms,7.57,0.562
3993,Barbell Barbell Row Variation 3993,Endurance,Barbell,Elite,Back,9.24,0.333
3994,Dumbbell Overhead Press Variation 3994,Strength,Dumbbell,Elite,Arms,11.71,0.816
3995,Machine Pull-up Variation 3995,Hypertrophy,Machine,Intermediate,Shoulders,10.89,0.214
3996,Machine Pull-up Variation 3996,Endurance,Machine,Elite,Legs,9.65,0.819
3997,Kettlebell Dumbbell Curl Variation 3997,Hypertrophy,Kettlebell,Elite,Back,6.60,0.452
3998,Bodyweight Deadlift Variation 3998,Hypertrophy,Bodyweight,Advanced,Core,11.23,0.461
3999,Barbell Cable Fly Variation 3999,Strength,Barbell,Advanced,Back,3.67,0.331
4000,Bodyweight Pull-up Variation 4000,Rehab,Bodyweight,Advanced,Arms,4.90,0.209
4001,Cable Barbell Row Variation 4001,Strength,Cable,Intermediate,Chest,7.51,0.441
4002,Bodyweight Overhead Press Variation 4002,Rehab,Bodyweight,Elite,Arms,11.22,0.433
4003,Bodyweight Squat Variation 4003,Strength,Bodyweight,Intermediate,Core,10.17,0.233
4004,Barbell Bench Press Variation 4004,Core,Barbell,Advanced,Legs,3.88,0.812
4005,Bands Plank Variation 4005,Strength,Bands,Beginner,Arms,11.55,0.501
4006,Bodyweight Bench Press Variation 4006,Hypertrophy,Bodyweight,Beginner,Full Body,4.24,0.847
